duration_ms,mouseClickCount,scrollCount,scrollDensity,viewportChanges,tabCount,enterPressed,deviceType_encoded,fieldCount,totalTimeSpent,avgTimePerField,totalFocusCount,avgChangesPerField,avgPastePerField,avgDeletePerField,fieldOrderDeviation,stdTimePerField,maxPasteCount,pasteRatio,deleteRatio,label_target
18089,3,25,1.3820546287497217,0,0,0,1,8,14414,1801.75,8,2.0,4.875,2.5,0,416.6820473351696,10,0.625,1.0,1
16120,4,16,0.9925552155364668,0,0,0,0,8,12000,1500.0,8,2.375,4.25,3.75,2,315.55755644346624,10,0.5,1.0,1
10658,9,19,1.7826967698472793,1,0,0,1,8,11495,1436.875,8,2.875,2.75,3.5,0,485.1054193236176,9,0.375,1.0,1
19417,10,5,0.2575061762856382,0,0,0,1,8,10005,1250.625,8,3.375,3.375,2.625,0,321.97823240532443,10,0.375,1.0,1
79393,12,46,0.5793960954497127,0,0,0,1,8,35326,4415.75,8,6.625,0.0,13.75,5,1216.8986047677572,0,0.0,1.0,1
119096,13,41,0.34426006379222945,1,0,0,1,8,33474,4184.25,8,5.875,0.0,17.875,5,1291.1859166783734,0,0.0,1.0,1
88505,14,19,0.21467711262899128,2,0,0,1,8,33189,4148.625,8,6.375,0.0,14.0,3,1009.20108961778,0,0.0,1.0,1
109983,6,37,0.3364155972817983,2,0,0,1,8,31779,3972.375,8,6.5,0.0,14.125,4,983.0971376943671,0,0.0,1.0,1
68873,12,35,0.5081816519998181,0,0,0,0,8,30841,3855.125,8,6.375,0.0,15.625,3,1216.384154251561,0,0.0,1.0,1
83363,9,56,0.6717607725536782,1,0,0,1,8,30751,3843.875,8,5.875,0.0,17.5,3,1606.4379795506757,0,0.0,1.0,1
111133,7,42,0.3779255146603156,1,0,0,1,8,34696,4337.0,8,6.375,0.0,17.625,4,1281.9276779243717,0,0.0,1.0,1
79007,9,37,0.46831287502210245,1,0,0,1,8,35214,4401.75,8,5.5,0.0,15.75,4,882.562462378726,0,0.0,1.0,1
112535,6,39,0.3465588175626412,0,0,0,1,8,36542,4567.75,8,5.75,0.0,20.875,3,905.3401491783547,0,0.0,1.0,1
94279,10,22,0.23334992592730874,1,0,0,1,8,33148,4143.5,8,5.25,0.0,16.0,2,1158.8162679463655,0,0.0,1.0,1
60904,7,54,0.8866411259291465,1,0,0,1,8,29469,3683.625,8,5.5,0.0,15.0,2,523.9001915577868,0,0.0,1.0,1
78109,5,18,0.23044716608237642,2,0,0,1,8,33387,4173.375,8,6.625,0.0,18.375,4,1224.490557333947,0,0.0,1.0,1
113937,5,19,0.16675880822219225,1,0,0,1,8,34263,4282.875,8,6.375,0.0,19.75,3,978.2661684984162,0,0.0,1.0,1
68066,5,31,0.45544024102485214,1,0,0,0,8,34969,4371.125,8,6.625,0.0,15.5,4,1070.941166517964,0,0.0,1.0,1
66220,10,39,0.5889458488453867,0,0,0,1,8,33966,4245.75,8,6.875,0.0,18.5,3,1095.1507071762185,0,0.0,1.0,1
74571,10,47,0.6302717369658799,0,0,0,1,8,32316,4039.5,8,7.125,0.0,18.75,5,1192.3726646600765,0,0.0,1.0,1
88972,14,25,0.2809872453145658,2,0,0,0,8,34396,4299.5,8,6.625,0.0,16.0,5,1126.3503641661164,0,0.0,1.0,1
112881,9,54,0.4783798444042979,2,0,0,0,8,28294,3536.75,8,5.75,0.0,15.5,4,1215.0266017076099,0,0.0,1.0,1
84708,6,54,0.6374839876417826,0,0,0,0,8,34533,4316.625,8,6.0,0.0,16.25,5,1186.3020498892467,0,0.0,1.0,1
100672,12,34,0.3377304178192131,2,0,0,0,8,34118,4264.75,8,7.25,0.0,17.125,2,1147.4290205249547,0,0.0,1.0,1
103972,12,58,0.5578424424034892,2,0,0,1,8,26973,3371.625,8,5.625,0.0,15.25,2,1144.6475362061706,0,0.0,1.0,1
102142,13,59,0.5776271682924587,2,0,0,0,8,31866,3983.25,8,5.625,0.0,15.625,2,1299.6948817758287,0,0.0,1.0,1
100201,11,49,0.48901702687428,2,0,0,0,8,31259,3907.375,8,6.0,0.0,16.875,0,1056.259970367144,0,0.0,1.0,1
112652,11,22,0.19529167744099726,2,0,0,0,8,35967,4495.875,8,6.625,0.0,16.75,4,957.61958410276,0,0.0,1.0,1
86558,14,55,0.6354120202162687,1,0,0,1,8,34446,4305.75,8,8.375,0.0,17.5,2,766.9465896844262,0,0.0,1.0,1
79154,15,44,0.5558783440030391,2,0,0,1,8,29138,3642.25,8,7.0,0.0,16.625,2,1051.0984390490876,0,0.0,1.0,1
103873,15,55,0.529492694974373,1,0,0,1,8,31872,3984.0,8,6.25,0.0,17.375,2,872.4224075199222,0,0.0,1.0,1
65084,8,31,0.4763074678404111,2,0,0,1,8,29605,3700.625,8,5.875,0.0,19.75,2,1150.6566991443253,0,0.0,1.0,1
63651,12,19,0.29850272603686884,0,0,0,1,8,35331,4416.375,8,6.125,0.0,21.125,4,1111.6462615033101,0,0.0,1.0,1
116442,12,58,0.4981020166175421,0,0,0,1,8,27844,3480.5,8,5.75,0.0,20.5,2,1090.9826501173804,0,0.0,1.0,1
86031,12,44,0.5114434899694889,1,0,0,1,8,30302,3787.75,8,5.75,0.0,16.625,4,1080.0178239269942,0,0.0,1.0,1
98376,9,36,0.3659428757071973,0,0,0,0,8,29937,3742.125,8,5.0,0.0,16.875,4,1246.963905709727,0,0.0,1.0,1
119445,14,54,0.4520908826580533,2,0,0,0,8,30210,3776.25,8,5.875,0.0,17.0,2,930.7554151640177,0,0.0,1.0,1
69675,5,45,0.6458556661850497,2,0,0,0,8,30334,3791.75,8,7.75,0.0,18.25,5,1201.6531172870625,0,0.0,1.0,1
95744,6,43,0.44911425790501147,1,0,0,0,8,30867,3858.375,8,6.625,0.0,17.375,4,1059.2940961521767,0,0.0,1.0,1
111171,15,58,0.5217187466408734,1,0,0,1,8,32801,4100.125,8,7.125,0.0,16.375,2,1185.2510809950777,0,0.0,1.0,1
101295,9,57,0.5627128128029208,1,0,0,0,8,35497,4437.125,8,7.75,0.0,18.625,2,1293.8108094749732,0,0.0,1.0,1
98485,5,27,0.27415339654227583,2,0,0,0,8,36735,4591.875,8,6.875,0.0,20.125,2,1036.1102309669013,0,0.0,1.0,1
81019,13,58,0.7158813715447769,0,0,0,0,8,32653,4081.625,8,6.875,0.0,19.0,4,1003.5168071053205,0,0.0,1.0,1
80489,10,54,0.6708990457206517,0,0,0,0,8,36623,4577.875,8,7.375,0.0,13.875,2,1154.4763113946638,0,0.0,1.0,1
102352,12,48,0.46896978378832027,0,0,0,0,8,34177,4272.125,8,5.625,0.0,18.875,3,1256.8579232696568,0,0.0,1.0,1
60726,15,36,0.59282669814796,0,0,0,1,8,31893,3986.625,8,6.5,0.0,20.5,2,1410.763920464978,0,0.0,1.0,1
105940,7,43,0.4058900881734861,1,0,0,1,8,27788,3473.5,8,6.875,0.0,15.875,2,984.4779617354859,0,0.0,1.0,1
66411,15,30,0.4517323257092461,0,0,0,0,8,34382,4297.75,8,6.5,0.0,21.875,2,1318.8024600263032,0,0.0,1.0,1
110408,13,52,0.470980321083588,0,0,0,1,8,26335,3291.875,8,6.5,0.0,16.375,4,1258.4926854319474,0,0.0,1.0,1
117654,11,17,0.14449146272192506,1,0,0,1,8,32643,4080.375,8,6.375,0.0,18.5,2,1021.3282580611807,0,0.0,1.0,1
84657,12,36,0.42524535180252643,0,0,0,0,8,31066,3883.25,8,6.0,0.0,15.5,4,958.8008507654607,0,0.0,1.0,1
102416,13,15,0.1464614760914822,0,0,0,0,8,29636,3704.5,8,6.25,0.0,17.5,4,1378.3772031942904,0,0.0,1.0,1
117758,14,15,0.12737986995534317,1,0,0,1,8,26303,3287.875,8,5.0,0.0,19.75,5,1242.1761362912382,0,0.0,1.0,1
95302,13,35,0.36725353431685226,1,0,0,1,8,32187,4023.375,8,5.75,0.0,15.375,3,1174.5271312927841,0,0.0,1.0,1
70597,9,51,0.7224101983922548,1,0,0,1,8,29033,3629.125,8,5.625,0.0,15.375,5,1304.9848863383165,0,0.0,1.0,1
78533,12,23,0.29287047574007413,2,0,0,1,8,32301,4037.625,8,5.875,0.0,17.375,4,1407.0397433213157,0,0.0,1.0,1
103549,11,36,0.3476614600178215,0,0,0,1,8,35813,4476.625,8,4.625,0.0,17.5,5,1059.499738758142,0,0.0,1.0,1
79841,10,43,0.5385703412319057,2,0,0,0,8,27233,3404.125,8,5.75,0.0,17.5,3,619.0170635774106,0,0.0,1.0,1
89518,8,17,0.18990591949039082,0,0,0,0,8,28465,3558.125,8,6.75,0.0,18.25,5,1215.8824470317845,0,0.0,1.0,1
69608,11,37,0.5315480215567144,0,0,0,1,8,30179,3772.375,8,4.625,0.0,18.25,2,1319.5838020809008,0,0.0,1.0,1
101936,15,49,0.4806937214827223,0,0,0,1,8,34709,4338.625,8,7.25,0.0,17.0,3,1572.5304391784782,0,0.0,1.0,1
116766,15,43,0.3682578517498371,2,0,0,0,8,28755,3594.375,8,7.375,0.0,16.5,3,1269.0550970252293,0,0.0,1.0,1
86128,11,59,0.6850268571165176,1,0,0,1,8,32845,4105.625,8,6.25,0.0,17.25,5,1020.6523036764285,0,0.0,1.0,1
80588,13,21,0.26058467010166897,0,0,0,0,8,38104,4763.0,8,5.875,0.0,19.375,4,1029.2331403248038,0,0.0,1.0,1
104671,10,15,0.14330615516177783,0,0,0,1,8,37891,4736.375,8,7.5,0.0,19.125,2,1017.4807737741289,0,0.0,1.0,1
106934,10,32,0.29924997669123227,1,0,0,1,8,33713,4214.125,8,7.125,0.0,16.625,2,1129.6923016594258,0,0.0,1.0,1
63409,10,15,0.23655944163140222,2,0,0,0,8,32609,4076.125,8,7.0,0.0,17.125,5,898.9198975119291,0,0.0,1.0,1
105265,5,16,0.15199732560705595,1,0,0,1,8,25557,3194.625,8,6.375,0.0,17.125,2,997.6618289781362,0,0.0,1.0,1
93840,10,21,0.22378514239288763,0,0,0,0,8,28545,3568.125,8,7.25,0.0,14.375,3,1471.8084539096787,0,0.0,1.0,1
81365,7,55,0.6759662415084814,0,0,0,0,8,33377,4172.125,8,7.0,0.0,17.5,4,1069.6058603189172,0,0.0,1.0,1
77607,15,46,0.5927299608630715,0,0,0,1,8,31223,3902.875,8,7.125,0.0,13.75,4,1347.0067809247073,0,0.0,1.0,1
119714,10,31,0.2589504770577813,0,0,0,0,8,32490,4061.25,8,5.5,0.0,17.5,2,1067.9934122322238,0,0.0,1.0,1
102569,14,54,0.5264748094965526,0,0,0,1,8,34679,4334.875,8,6.125,0.0,19.0,4,750.507721003398,0,0.0,1.0,1
115456,9,41,0.3551136056061525,0,0,0,0,8,33150,4143.75,8,6.625,0.0,19.0,6,1035.3086151343612,0,0.0,1.0,1
74211,9,48,0.6468042949422195,1,0,0,0,8,29792,3724.0,8,5.375,0.0,18.75,4,1314.9884301500797,0,0.0,1.0,1
75631,11,43,0.5685498580542557,2,0,0,1,8,32920,4115.0,8,8.125,0.0,17.5,2,1280.2247570530062,0,0.0,1.0,1
111347,5,40,0.3592373068661655,1,0,0,1,8,33557,4194.625,8,6.0,0.0,17.25,2,1307.7703967877105,0,0.0,1.0,1
104630,6,53,0.5065468310669186,0,0,0,0,8,31759,3969.875,8,6.25,0.0,18.75,5,1056.2799192719433,0,0.0,1.0,1
97464,12,51,0.5232700768211773,1,0,0,0,8,36670,4583.75,8,6.75,0.0,17.25,6,740.0659719627319,0,0.0,1.0,1
88758,8,46,0.5182630840867207,2,0,0,0,8,32227,4028.375,8,5.75,0.0,18.75,2,955.3151966759453,0,0.0,1.0,1
85350,8,24,0.28119504614000634,1,0,0,1,8,35162,4395.25,8,6.25,0.0,18.75,2,1131.3455642350332,0,0.0,1.0,1
74738,14,45,0.6021032671327481,1,0,0,0,8,28307,3538.375,8,6.625,0.0,16.125,2,946.795940829611,0,0.0,1.0,1
61338,13,53,0.8640645498606817,2,0,0,1,8,27709,3463.625,8,6.75,0.0,17.5,2,1071.4476105451247,0,0.0,1.0,1
86762,14,26,0.29967032806178645,0,0,0,1,8,35439,4429.875,8,7.0,0.0,17.625,2,912.113000126629,0,0.0,1.0,1
93477,13,59,0.6311712366495248,0,0,0,1,8,38548,4818.5,8,6.625,0.0,15.375,5,955.175526128201,0,0.0,1.0,1
117145,13,22,0.18780142662500093,0,0,0,0,8,32007,4000.875,8,5.625,0.0,16.5,0,987.4477110930266,0,0.0,1.0,1
93913,12,60,0.6388891166410277,0,0,0,1,8,31955,3994.375,8,6.625,0.0,18.5,2,953.2470729789089,0,0.0,1.0,1
80202,9,30,0.3740554631984909,0,0,0,0,8,26858,3357.25,8,6.25,0.0,18.5,6,1004.7974564913212,0,0.0,1.0,1
92075,6,43,0.46701053847292545,1,0,0,0,8,32712,4089.0,8,6.875,0.0,15.875,4,772.6666255803432,0,0.0,1.0,1
81267,6,50,0.6152558092145878,0,0,0,0,8,32691,4086.375,8,7.5,0.0,14.875,4,731.1794654626768,0,0.0,1.0,1
63800,5,31,0.4858933407690688,1,0,0,0,8,25862,3232.75,8,7.125,0.0,17.0,3,882.1062051379399,0,0.0,1.0,1
112214,11,36,0.32081555591855243,0,0,0,0,8,33279,4159.875,8,7.375,0.0,18.75,3,1183.3221319054007,0,0.0,1.0,1
94313,10,39,0.41351665056602477,2,0,0,0,8,32384,4048.0,8,6.625,0.0,17.875,2,1181.9283275345301,0,0.0,1.0,1
118012,15,36,0.30505369750078826,1,0,0,0,8,38206,4775.75,8,6.125,0.0,17.5,4,1229.8617518125477,0,0.0,1.0,1
81667,7,49,0.5999974775616249,1,0,0,1,8,26612,3326.5,8,6.375,0.0,17.125,2,595.329440610107,0,0.0,1.0,1
108418,9,35,0.3228245934416247,0,0,0,0,8,33820,4227.5,8,7.75,0.0,18.375,4,1335.949207759893,0,0.0,1.0,1
113692,6,28,0.24627939993320552,1,0,0,0,8,28555,3569.375,8,7.0,0.0,17.25,4,1052.1471838239038,0,0.0,1.0,1
104723,10,27,0.25782299420156085,1,0,0,0,8,29398,3674.75,8,5.0,0.0,17.75,4,1220.2868222559107,0,0.0,1.0,1
109892,9,23,0.20929638105627515,0,0,0,0,8,32317,4039.625,8,7.25,0.0,19.375,2,972.7596880598444,0,0.0,1.0,1
99599,5,23,0.2309259901278135,0,0,0,1,8,31460,3932.5,8,7.0,0.0,20.125,5,1322.2130798670194,0,0.0,1.0,1
92500,13,53,0.5729729110299555,1,0,0,0,8,30524,3815.5,8,6.5,0.0,16.125,4,1011.0878158837496,0,0.0,1.0,1
104362,8,52,0.49826560450493435,2,0,0,0,8,33159,4144.875,8,5.75,0.0,16.75,2,889.3020437399208,0,0.0,1.0,1
78349,13,19,0.24250465959940015,2,0,0,0,8,30318,3789.75,8,6.875,0.0,17.625,2,1107.049714976058,0,0.0,1.0,1
91431,7,26,0.2843674153878427,0,0,0,1,8,32792,4099.0,8,8.0,0.0,14.625,4,1353.3136052983855,0,0.0,1.0,1
14341,0,0,0.0,0,3,1,1,8,11724,1465.5,8,2.625,0.625,3.625,0,442.7888887494807,5,0.125,1.0,1
14730,0,1,0.06788861650467311,1,3,1,1,8,11568,1446.0,8,3.75,1.625,3.125,0,377.4939923836064,5,0.375,1.0,1
9139,1,2,0.21884208464592994,1,3,1,0,8,11353,1419.125,8,2.625,1.5,2.375,0,450.7227331107864,5,0.375,1.0,1
11065,0,1,0.09037497480797578,1,3,1,1,8,10617,1327.125,8,2.25,0.625,4.125,0,358.1796985153841,5,0.125,1.0,1
12934,1,2,0.15463108502312894,1,3,1,0,8,11652,1456.5,8,3.875,0.0,2.375,0,293.34085488192255,0,0.0,1.0,1
11547,1,2,0.17320501151380313,1,3,1,1,8,11705,1463.125,8,2.625,0.75,3.375,0,348.2546020616854,3,0.25,1.0,1
8211,1,0,0.0,1,3,1,1,8,12312,1539.0,8,3.5,1.0,3.625,0,385.5371021612021,4,0.25,1.0,1
9196,0,2,0.21748562691863102,1,3,1,1,8,11295,1411.875,8,2.875,1.875,2.875,0,317.521849641879,5,0.5,1.0,1
11141,0,0,0.0,1,3,1,0,8,10631,1328.875,8,2.0,2.375,3.125,0,459.98584993764433,5,0.625,1.0,1
14518,0,1,0.06887996357627527,0,3,1,1,8,11666,1458.25,8,2.75,1.875,2.75,0,355.01338002954196,5,0.5,1.0,1
12566,1,0,0.0,0,3,1,0,8,11568,1446.0,8,2.75,2.0,2.875,0,414.69024584622196,5,0.5,1.0,1
9140,0,2,0.21881814133682567,1,3,1,1,8,10325,1290.625,8,2.875,1.125,2.75,0,416.3449591384529,3,0.375,1.0,1
10670,0,1,0.09372062444177653,1,3,1,0,8,10554,1319.25,8,2.75,1.25,3.375,0,400.28266798065874,5,0.25,1.0,1
13444,1,2,0.1487651377825515,1,3,1,0,8,12108,1513.5,8,2.875,2.25,2.75,0,316.08181580994864,5,0.625,1.0,1
10894,1,0,0.0,1,3,1,1,8,12740,1592.5,8,2.75,1.5,1.75,0,364.34834195548945,4,0.375,1.0,1
8550,1,1,0.11695892753341809,0,3,1,0,8,10066,1258.25,8,2.25,0.0,3.0,0,254.88134494309304,0,0.0,1.0,1
14175,1,1,0.07054668744501767,1,3,1,0,8,11644,1455.5,8,2.75,0.5,2.625,0,332.2155066476321,4,0.125,1.0,1
12903,1,2,0.1550025924183582,0,3,1,1,8,9784,1223.0,8,3.25,0.875,2.375,0,288.0099204640602,4,0.25,1.0,1
12942,1,1,0.07726775052715923,1,3,1,1,8,12985,1623.125,8,3.25,0.0,3.0,0,273.2165219329586,0,0.0,1.0,1
10275,1,2,0.19464701250899025,0,3,1,0,8,9895,1236.875,8,2.875,2.25,4.0,0,232.22060785874655,5,0.5,1.0,1
8097,0,0,0.0,0,3,1,1,8,11646,1455.75,8,3.5,1.625,2.875,0,238.04066279284544,4,0.5,1.0,1
11833,1,2,0.1690187027645544,1,3,1,0,8,10894,1361.75,8,3.125,1.875,3.0,0,272.9038292146154,5,0.5,1.0,1
9455,1,2,0.21152806818818806,1,3,1,1,8,10130,1266.25,8,2.25,2.5,3.125,0,421.8434882411113,5,0.625,1.0,1
14444,0,2,0.1384657030838389,1,3,1,0,8,10255,1281.875,8,4.0,2.625,2.75,0,398.80981414346223,5,0.625,1.0,1
8273,0,2,0.2417499797534392,0,3,1,1,8,9639,1204.875,8,3.0,2.25,2.0,0,332.3128635573927,5,0.5,1.0,1
13879,1,0,0.0,1,3,1,0,8,9865,1233.125,8,3.625,1.5,2.75,0,312.2578776313852,5,0.375,1.0,1
9859,0,1,0.10143006245048945,1,3,1,0,8,9520,1190.0,8,2.375,1.875,3.25,0,286.3858536011462,4,0.5,1.0,1
11300,1,1,0.08849549690663991,1,3,1,1,8,9085,1135.625,8,3.375,1.625,3.0,0,182.69876651393764,5,0.375,1.0,1
9792,1,0,0.0,1,3,1,1,8,12477,1559.625,8,3.5,3.5,3.375,0,369.83661933345644,5,0.875,1.0,1
12172,1,2,0.16431139967844258,0,3,1,0,8,11362,1420.25,8,3.125,2.5,2.375,0,270.40591181195936,5,0.625,1.0,1
14769,1,2,0.13541869089397326,1,3,1,0,8,11483,1435.375,8,2.625,1.125,3.75,0,308.62688407108766,5,0.25,1.0,1
8120,0,0,0.0,0,3,1,0,8,11389,1423.625,8,3.0,3.25,2.75,0,323.63336288372466,5,0.75,1.0,1
10222,1,1,0.09782811795331839,0,3,1,0,8,10111,1263.875,8,3.125,0.75,3.375,0,394.6345280310451,3,0.25,1.0,1
14046,1,1,0.07119459547586825,1,3,1,1,8,10775,1346.875,8,3.125,2.875,3.25,0,400.1968935054701,5,0.75,1.0,1
11836,1,1,0.08448793132145038,1,3,1,1,8,11380,1422.5,8,2.625,0.375,3.125,0,396.57173734034916,3,0.125,1.0,1
8440,0,2,0.23696654387850255,1,3,1,0,8,12254,1531.75,8,2.375,1.875,2.375,0,412.30909002141306,5,0.375,1.0,1
13150,1,2,0.1520911390941908,0,3,1,1,8,10910,1363.75,8,3.5,3.25,3.0,0,412.99316839732,5,0.75,1.0,1
10631,1,1,0.09406443978511919,1,3,1,1,8,10228,1278.5,8,3.0,2.5,3.0,0,422.0071089448613,5,0.625,1.0,1
10646,1,1,0.09393190500478582,1,3,1,0,8,11102,1387.75,8,2.375,1.375,2.875,0,381.1451729422043,4,0.375,1.0,1
8011,0,0,0.0,1,3,1,1,8,11204,1400.5,8,2.75,1.25,2.625,0,367.9895184842712,5,0.25,1.0,1
10851,1,1,0.09215731991768508,1,3,1,1,8,11804,1475.5,8,3.0,1.75,2.25,0,459.79902441952055,5,0.5,1.0,1
13256,0,2,0.15087496162118164,0,3,1,0,8,12271,1533.875,8,3.25,1.125,3.125,0,413.2430753027984,5,0.25,1.0,1
14212,1,1,0.07036302394946246,0,3,1,1,8,9814,1226.75,8,2.375,1.5,3.375,0,309.7430963141644,4,0.375,1.0,1
11085,0,1,0.09021191681378726,0,3,1,1,8,10229,1278.625,8,3.75,2.0,3.125,0,269.33459673796085,5,0.5,1.0,1
9234,1,1,0.1082953126539824,1,3,1,0,8,10608,1326.0,8,3.5,1.75,3.625,0,289.1811098355395,5,0.375,1.0,1
13535,0,1,0.07388247219617865,1,3,1,0,8,12030,1503.75,8,3.5,2.0,3.0,0,260.9771473301282,5,0.5,1.0,1
14231,1,0,0.0,0,3,1,0,8,10379,1297.375,8,3.0,2.0,3.125,0,395.78021949417473,5,0.5,1.0,1
11880,1,2,0.1683500266413917,1,3,1,1,8,9329,1166.125,8,3.125,1.0,2.375,0,315.4450087914351,4,0.25,1.0,1
13874,0,0,0.0,1,3,1,1,8,11905,1488.125,8,3.0,2.625,3.0,0,353.4016078466133,5,0.625,1.0,1
13541,0,0,0.0,0,3,1,1,8,10294,1286.75,8,3.25,2.0,2.25,0,384.23197978007283,4,0.5,1.0,1
10862,0,2,0.18412798367889552,0,3,1,0,8,10523,1315.375,8,2.5,1.25,3.5,0,329.65563742444067,5,0.25,1.0,1
11052,1,2,0.18096255794194904,0,3,1,1,8,9938,1242.25,8,3.0,0.5,3.25,0,342.753451582079,4,0.125,1.0,1
9966,1,2,0.2006821185208524,0,3,1,1,8,10807,1350.875,8,2.5,2.75,2.125,0,422.9425619564502,5,0.625,1.0,1
14797,1,0,0.0,1,3,1,0,8,11727,1465.875,8,2.75,0.5,2.75,0,368.88652436371655,4,0.125,1.0,1
9705,0,0,0.0,0,3,1,1,8,12296,1537.0,8,3.375,2.125,3.125,0,290.6072460014916,5,0.5,1.0,1
9741,1,0,0.0,1,3,1,1,8,11037,1379.625,8,3.25,1.125,2.625,0,332.71950327136346,3,0.375,1.0,1
11346,1,2,0.17627342122913695,1,3,1,1,8,12574,1571.75,8,2.375,2.0,2.75,0,248.43035816329464,5,0.5,1.0,1
11273,0,0,0.0,0,3,1,0,8,11521,1440.125,8,3.625,1.0,2.375,0,344.59725456994414,5,0.25,1.0,1
10763,1,0,0.0,1,3,1,1,8,11512,1439.0,8,3.875,2.25,2.625,0,326.8280456579139,5,0.5,1.0,1
10272,1,1,0.09735193014804308,0,3,1,1,8,10169,1271.125,8,3.625,1.125,2.875,0,341.38099265023106,3,0.375,1.0,1
14979,0,2,0.13352017256147103,0,3,1,0,8,12834,1604.25,8,3.25,1.875,3.875,0,321.65898090990714,5,0.375,1.0,1
12838,0,2,0.15578738449339113,1,3,1,1,8,12142,1517.75,8,3.125,1.0,3.375,0,378.42672436587475,5,0.25,1.0,1
11503,1,0,0.0,0,3,1,0,8,11120,1390.0,8,3.25,0.875,2.375,0,357.9704696519772,4,0.25,1.0,1
13143,0,1,0.07608607160764543,1,3,1,0,8,11113,1389.125,8,2.875,0.5,3.375,0,351.6196961409951,4,0.125,1.0,1
11511,1,1,0.08687334994930941,1,3,1,1,8,11137,1392.125,8,3.625,1.0,3.25,0,236.43086425301703,5,0.25,1.0,1
13844,0,0,0.0,0,3,1,0,8,11144,1393.0,8,2.375,1.375,2.25,0,289.4813095372973,5,0.375,1.0,1
8413,1,1,0.11886352209256854,1,3,1,1,8,11952,1494.0,8,2.875,1.375,3.125,0,394.89962558315284,4,0.375,1.0,1
13634,1,2,0.14669198570339909,0,3,1,0,8,12856,1607.0,8,2.5,2.125,3.625,0,422.8795843465878,5,0.5,1.0,1
10925,0,0,0.0,1,3,1,1,8,12414,1551.75,8,2.375,1.0,3.375,0,433.82443782841796,5,0.25,1.0,1
11704,1,1,0.08544080191319044,0,3,1,0,8,12528,1566.0,8,3.625,1.5,2.875,0,310.08570243908844,5,0.375,1.0,1
10424,1,2,0.19186474303075304,0,3,1,0,8,10972,1371.5,8,3.125,1.0,3.25,0,339.46596715597707,5,0.25,1.0,1
8614,1,0,0.0,0,3,1,1,8,11135,1391.875,8,3.125,2.25,3.5,0,334.665477966965,5,0.5,1.0,1
10919,0,0,0.0,0,3,1,0,8,11000,1375.0,8,2.875,1.75,2.0,0,271.38322929550594,5,0.375,1.0,1
9314,0,1,0.10736514133010379,0,3,1,0,8,9899,1237.375,8,2.375,0.75,4.0,0,351.8920035221846,3,0.25,1.0,1
12683,0,2,0.15769127360145582,0,3,1,1,8,10404,1300.5,8,2.5,1.625,2.625,0,349.68720716826755,4,0.5,1.0,1
11331,0,0,0.0,0,3,1,1,8,11433,1429.125,8,3.0,1.625,3.125,0,355.7159530941989,5,0.375,1.0,1
8662,1,1,0.1154466457554309,1,3,1,1,8,9643,1205.375,8,3.25,1.5,2.5,0,290.4488828889321,4,0.375,1.0,1
8731,0,1,0.11453428641130867,0,3,1,0,8,9503,1187.875,8,2.375,2.0,3.125,0,300.7787214643255,5,0.5,1.0,1
9371,0,2,0.21342416665866326,1,3,1,0,8,10077,1259.625,8,3.125,0.375,3.625,0,369.4907450996381,3,0.125,1.0,1
9183,0,1,0.10889675607453331,0,3,1,1,8,12398,1549.75,8,3.125,0.0,2.75,0,274.31043415392406,0,0.0,1.0,1
8418,1,0,0.0,0,3,1,1,8,12355,1544.375,8,3.375,1.75,3.25,0,199.99424098851307,5,0.5,1.0,1
9508,1,2,0.21034895840454526,1,3,1,1,8,11062,1382.75,8,3.5,2.0,2.125,0,353.16760488875127,4,0.625,1.0,1
9178,0,2,0.2179121617867054,1,3,1,0,8,10538,1317.25,8,1.875,1.75,2.875,0,254.66378395276948,4,0.5,1.0,1
13350,1,1,0.0749063109316023,0,3,1,1,8,9800,1225.0,8,3.625,0.625,3.625,0,331.19998274672145,5,0.125,1.0,1
12647,0,2,0.15814014537823565,0,3,1,0,8,12337,1542.125,8,2.75,1.25,2.625,0,316.28668618382096,5,0.25,1.0,1
8397,1,1,0.11909000942001975,0,3,1,0,8,9477,1184.625,8,3.5,1.125,2.875,0,400.71897438051445,3,0.375,1.0,1
14505,1,2,0.13788339339304143,1,3,1,1,8,9775,1221.875,8,3.125,1.875,3.375,0,378.6470039118606,4,0.5,1.0,1
13436,1,2,0.14885371475609202,1,3,1,1,8,11862,1482.75,8,2.875,1.5,3.375,0,355.62530441864953,5,0.375,1.0,1
14513,0,0,0.0,0,3,1,1,8,12623,1577.875,8,3.625,3.125,2.875,0,239.5838281568389,5,0.75,1.0,1
10999,1,0,0.0,0,3,1,1,8,10062,1257.75,8,2.875,0.625,3.0,0,315.31243009343694,5,0.125,1.0,1
9765,0,0,0.0,1,3,1,0,8,12289,1536.125,8,2.5,0.625,3.875,0,294.54198706272274,5,0.125,1.0,1
10016,0,2,0.19968031182077495,1,3,1,1,8,10090,1261.25,8,2.5,0.875,2.0,0,309.98928552912463,4,0.25,1.0,1
8733,0,1,0.11450805621429495,1,3,1,1,8,11489,1436.125,8,2.5,1.125,3.125,0,344.3027892920499,3,0.375,1.0,1
8743,0,1,0.11437708523723523,1,3,1,1,8,13002,1625.25,8,2.625,1.75,3.5,0,455.9845705409653,5,0.375,1.0,1
13271,0,0,0.0,0,3,1,1,8,11650,1456.25,8,3.125,3.75,3.0,0,320.7401039560134,5,0.875,1.0,1
